"name","type","url","dataset_DOI","description","published_at","publisher","citationHtml","identifier_of_dataverse","name_of_dataverse","citation","storageIdentifier","keywords","subjects","fileCount","versionId","versionState","majorVersion","minorVersion","createdAt","updatedAt","contacts","producers","authors","publications","geographicCoverage","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"Fiches de diagnostic régional des modèles hydrogéologiques du projet Explore2","dataset","https://doi.org/10.57745/VDOQVE","doi:10.57745/VDOQVE","Un diagnostic des modèles hydrogéologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). Ce diagnostic repose sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les niveaux piézométriques. Des fiches de synthèse ont été établies à l’échelle régionale pour les hauteurs piézométriques et sont téléchargeables sur le portail DRIAS les futurs de l’eau. Une notice de lecture accompagne ces fiches.","2024-09-04T14:23:56Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Sauquet, &Eacute;ric; Vergnes, Jean-Pierre, 2024, ""Fiches de diagnostic r&eacute;gional des mod&egrave;les hydrog&eacute;ologiques du projet Explore2"", <a href=""https://doi.org/10.57745/VDOQVE"" target=""_blank"">https://doi.org/10.57745/VDOQVE</a>, Recherche Data Gouv, V2","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Sauquet, Éric; Vergnes, Jean-Pierre, 2024, ""Fiches de diagnostic régional des modèles hydrogéologiques du projet Explore2"", https://doi.org/10.57745/VDOQVE, Recherche Data Gouv, V2","inrae://10.57745/VDOQVE","fiche diagnostic; synthèse graphique; modélisation hydrogéologique","Earth and Environmental Sciences",28,274664,"RELEASED",2,1,"2024-07-12T13:31:36Z","2024-11-04T13:46:03Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Sauquet, Éric; Vergnes, Jean-Pierre","<a href=""https://doi.org/10.57745/MDHS0D"" rel=""nofollow"" target=""_blank"">Notice de lecture des fiches « diagnostic » des modèles hydrologiques</a>; <a href=""https://doi.org/10.57745/S6PQXD"" rel=""nofollow"" target=""_blank"">Diagnostic des modèles hydrologiques : Des données aux résultats</a>","",1438,416,508,85,11556450,0.011
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands","dataset","https://doi.org/10.57745/057IQD","doi:10.57745/057IQD","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique G Fleuves côtiers haut normands Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-03T17:50:12Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : G Fleuves c&ocirc;tiers haut normands"", <a href=""https://doi.org/10.57745/057IQD"" target=""_blank"">https://doi.org/10.57745/057IQD</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands"", https://doi.org/10.57745/057IQD, Recherche Data Gouv, V1","inrae://10.57745/057IQD","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",21,274982,"RELEASED",1,0,"2024-11-30T17:56:37Z","2024-12-03T17:50:12Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",238,180,21,1,4182316,0.004
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne","dataset","https://doi.org/10.57745/DXHPR8","doi:10.57745/DXHPR8","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique S Fleuves côtiers de l'Adour-Garonne Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2025-04-24T19:57:14Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : S Fleuves c&ocirc;tiers de l'Adour-Garonne"", <a href=""https://doi.org/10.57745/DXHPR8"" target=""_blank"">https://doi.org/10.57745/DXHPR8</a>, Recherche Data Gouv, V5","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne"", https://doi.org/10.57745/DXHPR8, Recherche Data Gouv, V5","inrae://10.57745/DXHPR8","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",6,277271,"RELEASED",5,0,"2024-06-25T23:08:12Z","2025-04-24T19:57:14Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","",625,208,185,58,22924223,0.021
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : A Rhin","dataset","https://doi.org/10.57745/INLKQ8","doi:10.57745/INLKQ8","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique A Rhin Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2025-04-24T20:04:08Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : A Rhin"", <a href=""https://doi.org/10.57745/INLKQ8"" target=""_blank"">https://doi.org/10.57745/INLKQ8</a>, Recherche Data Gouv, V5","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : A Rhin"", https://doi.org/10.57745/INLKQ8, Recherche Data Gouv, V5","inrae://10.57745/INLKQ8","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",112,277253,"RELEASED",5,0,"2024-06-25T23:38:44Z","2025-04-24T20:04:08Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","",3703,470,2716,179,234259818,0.218
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : X Durance","dataset","https://doi.org/10.57745/RCSPZA","doi:10.57745/RCSPZA","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique X Durance Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T10:29:04Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : X Durance"", <a href=""https://doi.org/10.57745/RCSPZA"" target=""_blank"">https://doi.org/10.57745/RCSPZA</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : X Durance"", https://doi.org/10.57745/RCSPZA, Recherche Data Gouv, V1","inrae://10.57745/RCSPZA","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",96,274972,"RELEASED",1,0,"2024-11-30T17:18:37Z","2024-12-09T10:29:04Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",516,214,201,9,16453125,0.015
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : W Isère","dataset","https://doi.org/10.57745/IYU0MR","doi:10.57745/IYU0MR","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique W Isère Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-03T17:51:45Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : W Is&egrave;re"", <a href=""https://doi.org/10.57745/IYU0MR"" target=""_blank"">https://doi.org/10.57745/IYU0MR</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : W Isère"", https://doi.org/10.57745/IYU0MR, Recherche Data Gouv, V1","inrae://10.57745/IYU0MR","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",88,274978,"RELEASED",1,0,"2024-11-30T17:41:14Z","2024-12-03T17:51:45Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",353,171,96,4,15177169,0.014
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : F et H Seine","dataset","https://doi.org/10.57745/INHDPU","doi:10.57745/INHDPU","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique F et H Seine Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T09:58:54Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : F et H Seine"", <a href=""https://doi.org/10.57745/INHDPU"" target=""_blank"">https://doi.org/10.57745/INHDPU</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : F et H Seine"", https://doi.org/10.57745/INHDPU, Recherche Data Gouv, V1","inrae://10.57745/INHDPU","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",512,274980,"RELEASED",1,0,"2024-11-30T17:42:38Z","2024-12-09T09:58:54Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",3943,188,3608,19,83976432,0.078
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : J Bretagne","dataset","https://doi.org/10.57745/EZK9CK","doi:10.57745/EZK9CK","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique J Bretagne Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T10:29:37Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : J Bretagne"", <a href=""https://doi.org/10.57745/EZK9CK"" target=""_blank"">https://doi.org/10.57745/EZK9CK</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : J Bretagne"", https://doi.org/10.57745/EZK9CK, Recherche Data Gouv, V1","inrae://10.57745/EZK9CK","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",198,274976,"RELEASED",1,0,"2024-11-30T17:36:28Z","2024-12-09T10:29:37Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",334,228,36,8,33275138,0.031
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : Y Fleuves côtiers du Rhône-Méditérannée et Corse","dataset","https://doi.org/10.57745/FLVSCJ","doi:10.57745/FLVSCJ","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique Y Fleuves côtiers du Rhône-Méditérannée et Corse Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2025-06-23T10:49:37Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : Y Fleuves c&ocirc;tiers du Rh&ocirc;ne-M&eacute;dit&eacute;rann&eacute;e et Corse"", <a href=""https://doi.org/10.57745/FLVSCJ"" target=""_blank"">https://doi.org/10.57745/FLVSCJ</a>, Recherche Data Gouv, V5","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : Y Fleuves côtiers du Rhône-Méditérannée et Corse"", https://doi.org/10.57745/FLVSCJ, Recherche Data Gouv, V5","inrae://10.57745/FLVSCJ","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",146,277274,"RELEASED",5,0,"2024-06-25T23:35:33Z","2025-06-23T10:49:37Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","",7026,772,4940,238,295835999,0.276
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : K Loire","dataset","https://doi.org/10.57745/FQF2MF","doi:10.57745/FQF2MF","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique K Loire Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T10:28:15Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : K Loire"", <a href=""https://doi.org/10.57745/FQF2MF"" target=""_blank"">https://doi.org/10.57745/FQF2MF</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : K Loire"", https://doi.org/10.57745/FQF2MF, Recherche Data Gouv, V1","inrae://10.57745/FQF2MF","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",378,274974,"RELEASED",1,0,"2024-11-30T17:23:23Z","2024-12-09T10:28:15Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",588,162,381,4,63681289,0.059
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : U Saône","dataset","https://doi.org/10.57745/SWFOZG","doi:10.57745/SWFOZG","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique U Saône Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T15:40:39Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : U Sa&ocirc;ne"", <a href=""https://doi.org/10.57745/SWFOZG"" target=""_blank"">https://doi.org/10.57745/SWFOZG</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : U Saône"", https://doi.org/10.57745/SWFOZG, Recherche Data Gouv, V1","inrae://10.57745/SWFOZG","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",238,274969,"RELEASED",1,0,"2024-11-30T17:10:06Z","2024-12-09T15:40:39Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Explore2","Évin, Guillaume","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","",305,258,1,1,39613081,0.037
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : M Loire","dataset","https://doi.org/10.57745/ULIHSY","doi:10.57745/ULIHSY","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique M Loire Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2025-06-23T13:46:04Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : M Loire"", <a href=""https://doi.org/10.57745/ULIHSY"" target=""_blank"">https://doi.org/10.57745/ULIHSY</a>, Recherche Data Gouv, V4","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : M Loire"", https://doi.org/10.57745/ULIHSY, Recherche Data Gouv, V4","inrae://10.57745/ULIHSY","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",196,277261,"RELEASED",4,0,"2024-06-25T23:01:31Z","2025-06-23T13:46:04Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","",4534,566,3089,247,462136347,0.43
